כןפ הילד הפנימי נחשבת טכניקה א שזה ו יש יש חצי זמן כן יש
0:1414 שניותאורגנים הרמה יש לנו כאילו הפרדה בין טכניקות
0:2323 שניותלכלים כן וש גם לא
0:3636 שניותא צי העו זמן
0:4040 שניות[מוזיקה]
1:231 דקה, 23 שניות‏k
1:42:171 שעה, 42 דקות, 17 שניותאוקיי אז איזה כן איזה חיים אתה כן תחייה אם יש לך אי זה תמונה כזאת של חיים נוראים
1:42:261 שעה, 42 דקות, 26 שניותבראש אני רואה את עצמי בחיים מרובעים ברמות של של לא יודע של להתעסק במחשבים או
1:42:341 שעה, 42 דקות, 34 שניותבמשהו שהוא כזה לוגי כשאני בן אדם ממש מחובר ליצירתיות ולאנשים
1:42:421 שעה, 42 דקות, 42 שניותול ו כאילו לדברים קצת יותר איך קוראים לזה כאילו בראש שלי אני
1:42:491 שעה, 42 דקות, 49 שניותחושב על כאילו דברים שהם כאילו מתמטיקה כזה שים זה ואני חושב על אומנות אנשים
1:42:561 שעה, 42 דקות, 56 שניותפסיכולוגיה כזה אז אני שמה ואם אני אהייה שמה אז אני אעשה את זה רק בשביל הכסף ולא בשביל עצמי ואם אני יכול לאפשר לעצמי
1:43:041 שעה, 43 דקות, 4 שניותלהיות גם כאן וגם כאילו שיהיה לי כסף כדי שאני אוכל לאפשר לעצמי שיהיה לי משפחה ושאני גור איפה שאני רוצה וש
1:43:121 שעה, 43 דקות, 12 שניותכאילו אז הייתי רוצה שיהיה לי את הכל כאילו למה להתפשר למה לחיות
1:43:211 שעה, 43 דקות, 21 שניותבחיים שאני לא רוצה ולא ו אני עושה אותם רק בשביל איזה משהו במקום כאילו לחיות בדיוק במה שאני רוצה איך שאני רוצה אוקיי
1:43:301 שעה, 43 דקות, 30 שניותמעולה יש כאן מלא מלא דברים טובים א מה שעשינו כאן פשוט תשאל אוקיי מה ם המחירים
1:43:391 שעה, 43 דקות, 39 שניותשיהיו במידה ואני אחזיק את האמונה אני רציתי לדייק יותר לליאל כדי לעשות את התהליך עוד יותר חזק של מה מה מפחיד אותך
1:43:471 שעה, 43 דקות, 47 שניותשייקרה בעתיד מה הדבר שמפחיד אותך שיכול לקרות ככה אני מדייק יותר את המסרים אל בסדר איך אני יודע מה הדברים החיובים אני
1:43:551 שעה, 43 דקות, 55 שניותפשוט לוקח את אלה והופך אותם בסדר עד לפה עכשיו אנחנו יכולים להתחיל בטכניקה יהיה
1:44:021 שעה, 44 דקות, שתי שניותכיף בסדר זה נראלי הולך להיות יהיה כיף יהיה טוב אוקיי בזמנך הפנוי אתה יכול להתיישב אך שנוח לך בכיסא בדיוק אתה יכול
1:44:111 שעה, 44 דקות, 11 שניותלעצום עיניים יס לקחת נשימה עמוקה אתה הולך לעבור איזשהו תהליך מאוד מכונן זה מאוד
1:44:201 שעה, 44 דקות, 20 שניותמשמעותי בדיוק אתה יכול פשוט פות לשים פס על כל מה שקורה בחדר כי אתה עכשיו הדמות המרכזית
1:44:271 שעה, 44 דקות, 27 שניותי בדיוק עכשיו אני רוצה שדמיין את אותה
1:44:331 שעה, 44 דקות, 33 שניותהאמונה שכבר יושבת חזק תקופה אם אני מבקש כסף זה אומר שאני אדם רע אותה האמונה הזאת
1:44:421 שעה, 44 דקות, 42 שניותשבאופן רגשי הגיעה שנמצאת שם בדיוק וממש תראה את את אותה אמונה הזאת
1:44:501 שעה, 44 דקות, 50 שניותנמצאת היום בחיים שלך עכשיו אני רוצה שדמיין מה יקרה עם עוד שנה מהיום ליאל עדיין מחזיק באמונה הזאת עוד
1:45:001 שעה, 45 דקותשנה מהיום ליאל עדיין מחזיק באמונה שאם הוא מבקש כסף זה אומר שהוא רע תראה את החיים שלו שים לב מה אתה רואה מהעיניים
1:45:091 שעה, 45 דקות, 9 שניותשלך שים לב מה אתה שומע מהאוזניים שלך שים לב ך אתה מרגיש את העסק שלך אולי עדיין יש לך עסק שהוא קצת מדשדש אולי זה פה מישהו
1:45:181 שעה, 45 דקות, 18 שניותבחינם פה מישהו שעושה לך טובה שהוא מגיע אוקיי עדיין לא כל כך עשית כסף לא עשית שקל כי כל פעם שמישהו הגיע אז אתה
1:45:271 שעה, 45 דקות, 27 שניותהרגשת לא בנוח לקחת ממנו כסף איך אתה מרגיש עם עצמך איך אתה מדבר לעצמך אולי אתה שוקל ע ללכת בכלל לכיוון
1:45:361 שעה, 45 דקות, 36 שניותאחר כי אתה רואה שהדברים לא עובדים כמו שאתה רוצה שמ לב איך אתה מרגיש בהרגשה הכללית
1:45:441 שעה, 45 דקות, 44 שניותשלך ואיך זה משפיע על עוד מקומות כמו למשל במערכות יחסים עם אנשים איך אנשים מסתכלים ומדברים עליך כשהם רואים שאתה עדיין נמצא
1:45:531 שעה, 45 דקות, 53 שניותבאותו מקום בעסק עדיין תקוע באותה נקודה כבר תקופה ארוכה עכשיו זה רק שנה אני רוצה
1:46:001 שעה, 46 דקותשתדון מה יקרה עם עוד חמש שנים עוד חמש שנים מהיום אתה עדיין עם האמונה הזאת שאם אתה מבקש כסף זה אומר שאתה רע שים לב מה
1:46:101 שעה, 46 דקות, 10 שניותאתה רואה מה אתה שומע מה אתה מרגיש כמה כסף יש לך בכלל בחשבון הבנק האם יש לך בכלל בן זוג כי יש לך משהו
1:46:181 שעה, 46 דקות, 18 שניותלהציע לוו ש כנראה שתה עדיין בשלך שימי לב עוד חמש שנים מהיום כנראה שכבר
1:46:271 שעה, 46 דקות, 27 שניותסגרת את העסק ואולי אתה עובד כשכיר באיזה מקום שאתה לא מת עליו כל כך הצטרפת לא
1:46:331 שעה, 46 דקות, 33 שניותמזמן לאיזה עבודה כזאת עם בוס על הראש במחשבים שיים לב מה אתה רואה מה אתה שומע
1:46:401 שעה, 46 דקות, 40 שניותאיך מדברים עליך איך מסתכלים עליך איך אנשים תופסים ממך האם אתה עוזר לאנשים האם
1:46:471 שעה, 46 דקות, 47 שניותאתה באמת באמת בא ומשפיע עליהם או שאתה פשוט עוד אחד בתוך המערכת בדיוק אתה יכול להרגיש את זה ממש לשים לב
1:46:561 שעה, 46 דקות, 56 שניותאיך אתה יס בדיוק זה עליך אתה מתחיל להיכנס לאיזשהי שגרה של תשע עד חמש קבוע
1:47:031 שעה, 47 דקות, 3 שניותכי לא הלך לך בעסק כי לא היה לך נעים לבקש כסף אוקיי בדיוק את אותם החיים המרובעים
1:47:111 שעה, 47 דקות, 11 שניותשל האדם הממוצע שים לב איך אתה רואה את זה איך אתה שומע את זה איך אתה מרגיש את זה אתה יכול לנשום את זה לתוכך להרגיש את זה חזק יושב
1:47:211 שעה, 47 דקות, 21 שניותשם בדיוק עכשיו זה רק חמש שנים תראה לך מה קורה עם עוד 10 שנים עוד 10 שנים אתה עדיין מחזיק
1:47:301 שעה, 47 דקות, 30 שניותבאמונה הזאת שאם אתה מבקש כסף זה אומר עליך שאתה אדם רע שימ לב לכמות הכסף שיש לך בבנק כנראה שאולי אתה לבד היום אבל גם
1:47:401 שעה, 47 דקות, 40 שניותאם אתה עם מישהו אתה לא יכול באמת להביא פונדקאות כי אין לך כסף אתה חי די מהיד לפה מחודש לחודש
1:47:481 שעה, 47 דקות, 48 שניותו כנראה שאתה גם די דומה להורים שלך כנראה שאתה חי די את אותם החיים שלהם את אותם
1:47:551 שעה, 47 דקות, 55 שניותהחיים המרובעים אתהה ממש יכול לראות איך כל יום שעובר אתה די עושה אותו הדבר מול מחשב בחברה שאתה לא סובל בחיים שאתה לא
1:48:031 שעה, 48 דקות, 3 שניותסובל תשים לב לבריאות שלך כי אולי כבר התחלת לאכול בצורה מופרזת כי אתה מחפש משהו להישען עליו תחיל לשים לב איך אנשים
1:48:111 שעה, 48 דקות, 11 שניותמסתכלים עליך ואייך הם רואים אותך הבחור ההוא שכן שפעם לפני איזה 10 שנים ניסה לפתוח עסק ולא הלך לו ויתר לעצמו והתחיל
1:48:201 שעה, 48 דקות, 20 שניותללכת לחיים הרגילים וממוצעים תשים לב לזה כשאתה מסתכל על עצמך במראה מה אתה
1:48:281 שעה, 48 דקות, 28 שניותרואה עוד 10 שנים מהיום כבר עבו 10 שנים ואתה עדיין מחזיק באמונה שאם אתה מבקש כסף זה אומר שאתה
1:48:381 שעה, 48 דקות, 38 שניותרע תחשוב על כל אותם האנשים שלא עזרת להם על איך החיים שלהם נראים על כמה רע יש עוד
1:48:471 שעה, 48 דקות, 47 שניותבעולם בגלל שאתה החזקת באמונה הזאת שאם אתה מבקש כסף זה רע על כל אותם האנשים שיש הרגלים רעים עליך העולם רע כשאתה פשוט
1:48:561 שעה, 48 דקות, 56 שניותבגלל האמונה שלך לא עזרת לאף אחד כל אותם האנשים האלה נשארו עם אותם ההרגלים עם אותם האמונות תקועים בחיים ואתה באיזשהו
1:49:051 שעה, 49 דקות, 5 שניותחלום אבוט שאולי היה נחמד לפני איזה עשור ויתרת עליו בגלל אותה אמונה שאם אתה מבקש כסף זה אומר שאתה יכול להרגיש את זה יכול
1:49:151 שעה, 49 דקות, 15 שניותלראות את החיים שלך קורים בדיוק שים לב לזה לאותם החיים הכי
1:49:221 שעה, 49 דקות, 22 שניותהכי הכי הכי הכי הכי גרועים שיכולים להיות חשבון בנק את המערכות יחסים את איך
1:49:311 שעה, 49 דקות, 31 שניותמסתכלים עליך עם בוס שאתה לא סובל בחברת מחשבים בקושי מגרל את החודש וסוחב אותו
1:49:401 שעה, 49 דקות, 40 שניותאיך אתה מרגיש בפן הרגשי על עצמך שים לב לזה איך זה גורם לך להרגיש על מה אתה אומר
1:49:481 שעה, 49 דקות, 48 שניותעל עצמך כשאתה עדיין מחזיק באמונה הזאת
1:49:571 שעה, 49 דקות, 57 שניותי תנשום את זה עכשיו בדיוק את אותם עוד 10 שנים האלה איפה החיים שלך
1:50:091 שעה, 50 דקות, 9 שניותנראים בדיוק עכשיו למזלך זה רק 10 שנים וכנראה שגם הדבר הזה עדיין לא קרה הוא יכול לקרות
1:50:181 שעה, 50 דקות, 18 שניותאם אתה עדיין תמשיך להחזיק באמונה הזאת אבל זה עדיין לא קרה אבל זה נראה החיים שילכו בעוד 10 שנים במידה ואתה עדיין
1:50:261 שעה, 50 דקות, 26 שניותמחזיק באמונה שאם אתה מבקש כסף זה אומר עליך שאתה רע אבל אם היום אם היום אתה תחליט שאתה מוותר על האמונה הזאת שגם אם
1:50:341 שעה, 50 דקות, 34 שניותאתה עדיין מחזיק בה אתה עדיין עושה מהלכים נגד כי אתה יודע לאיפה האמונה הזאת הולכת להוביל אותך אתה יכול רגע לעצור ולדמיין
